nb_shards,nb_requests,accuracy,retraining_time
5,0,0.9561490802863472,21.044649600982666
5,1,0.9568232159481237,3.213796138763428
5,2,0.9563416904754262,14.475053787231445
5,3,0.9561169785881674,18.206114530563354
5,4,0.9565021989663253,13.34197735786438
5,5,0.9562453853808867,10.048840761184692
5,6,0.9560527751918076,14.89254903793335
5,7,0.9556354531154698,12.101535558700562
5,8,0.9562132836827069,17.293437004089355
5,9,0.9553786395300311,9.91122555732727
5,10,0.9566627074572245,14.54927921295166
5,11,0.9570479278353825,12.780008554458618
5,12,0.9562774870790665,13.662593126296997
5,13,0.95560335141729,13.127698183059692
5,14,0.9564058938717859,10.504235029220581
5,15,0.9556996565118294,12.704574584960938
5,16,0.9556996565118294,16.540773630142212
5,17,0.9569195210426632,16.2315731048584
5,18,0.957336843119001,16.22088646888733
5,19,0.9555391480209303,12.976385116577148
5,20,0.9561169785881674,16.35583758354187
5,21,0.9557638599081891,15.941210508346558
5,22,0.9560527751918076,15.896512985229492
5,23,0.9561169785881674,16.3147451877594
5,24,0.956759012551764,15.61123251914978
5,25,0.9559885717954479,16.30012059211731
5,26,0.9564379955699657,16.167680501937866
5,27,0.9560206734936278,15.856905460357666
5,28,0.9560848768899874,16.145880460739136
5,29,0.9562453853808867,15.862671136856079
5,30,0.9549613174536933,15.800265312194824
5,31,0.9560848768899874,16.254336833953857
5,32,0.9564700972681455,16.343645811080933
5,33,0.9559243683990883,16.225882530212402
5,34,0.9565343006645052,15.710255146026611
5,35,0.9570800295335623,16.43172574043274
5,36,0.9558922667009084,15.644962787628174
5,37,0.9556996565118294,15.59302020072937
5,38,0.9555070463227505,15.910504341125488
5,39,0.9557317582100093,15.386629104614258
5,40,0.9557638599081891,15.67582654953003
5,41,0.9559564700972681,16.21533441543579
5,42,0.9554428429263908,15.819249153137207
5,43,0.956181181984527,16.012860774993896
5,44,0.9565021989663253,16.299197912216187
5,45,0.9554749446245706,15.747619152069092
5,46,0.9572405380244615,16.236891984939575
5,47,0.9560848768899874,16.088950395584106
5,48,0.9558922667009084,16.107500076293945
5,49,0.9560848768899874,15.936235189437866
5,50,0.9564700972681455,16.926969051361084
5,51,0.9562774870790665,15.903188705444336
5,52,0.9560206734936278,15.720791578292847
5,53,0.9569195210426632,16.83352303504944
5,54,0.9562774870790665,51.56145453453064
5,55,0.9559564700972681,16.04796028137207
5,56,0.9566948091554043,16.307477951049805
5,57,0.9560848768899874,15.699627876281738
5,58,0.9560527751918076,16.11229944229126
5,59,0.9558601650027286,16.281644821166992
5,60,0.9561169785881674,15.699179887771606
5,61,0.9560848768899874,15.949278354644775
5,62,0.9553465378318513,15.908931732177734
5,63,0.9557638599081891,15.794219017028809
5,64,0.9560848768899874,15.925457954406738
5,65,0.9571121312317422,15.660247802734375
5,66,0.9560206734936278,15.565175294876099
5,67,0.9557959616063689,16.17836093902588
5,68,0.9562774870790665,15.817710161209106
5,69,0.9561490802863472,15.977186441421509
5,70,0.9561169785881674,15.805123805999756
5,71,0.9563095887772464,16.219093322753906
5,72,0.9556675548136496,15.652306318283081
5,73,0.9563416904754262,16.515358686447144
5,74,0.9557638599081891,16.30166721343994
5,75,0.9556996565118294,16.085357427597046
5,76,0.9561169785881674,16.021984338760376
5,77,0.956181181984527,16.570655345916748
5,78,0.9558601650027286,16.459625005722046
5,79,0.956181181984527,16.52077341079712
5,80,0.9557959616063689,17.366369485855103
5,81,0.9562132836827069,16.373148441314697
5,82,0.9550897242464126,16.203837633132935
5,83,0.9556675548136496,89.10523867607117
5,84,0.955410741228211,16.65277600288391
5,85,0.9556354531154698,17.30365538597107
5,86,0.9561490802863472,16.708263874053955
5,87,0.9560527751918076,17.106672763824463
5,88,0.9566306057590447,16.434396982192993
5,89,0.9562453853808867,17.245429277420044
5,90,0.955218131039132,16.468850135803223
5,91,0.9566306057590447,16.51242470741272
5,92,0.9554428429263908,16.593923091888428
5,93,0.9560527751918076,16.522398471832275
5,94,0.9562132836827069,16.68012523651123
5,95,0.9560848768899874,16.38931441307068
5,96,0.95560335141729,16.569188594818115
5,97,0.9565985040608648,16.291544198989868
5,98,0.9559243683990883,16.413793087005615
5,99,0.956181181984527,16.012400150299072
5,100,0.956181181984527,16.418580055236816
5,101,0.9568553176463035,16.226977586746216
5,102,0.9556354531154698,15.961896657943726
5,103,0.9565021989663253,16.346217393875122
5,104,0.9562774870790665,16.45459246635437
5,105,0.9555712497191101,16.47571611404419
5,106,0.9560527751918076,16.09956407546997
5,107,0.9564058938717859,16.13496208190918
5,108,0.956181181984527,16.43186616897583
5,109,0.9561490802863472,16.317364931106567
5,110,0.9567911142499438,16.50801968574524
5,111,0.9548008089627942,16.373793601989746
5,112,0.9570800295335623,16.338488340377808
5,113,0.9566627074572245,16.608736515045166
5,114,0.956181181984527,16.77702808380127
5,115,0.9556675548136496,16.452168226242065
5,116,0.9566627074572245,16.203081130981445
5,117,0.9562453853808867,16.79896330833435
5,118,0.9563416904754262,16.391207933425903
5,119,0.9558601650027286,16.607134580612183
5,120,0.9562453853808867,16.594550132751465
5,121,0.9550576225482328,16.14551877975464
5,122,0.9563416904754262,16.65731191635132
5,123,0.95560335141729,16.494426012039185
5,124,0.9557638599081891,16.448458194732666
5,125,0.9565985040608648,16.307558059692383
5,126,0.9557959616063689,16.816530227661133
5,127,0.9550897242464126,15.851821184158325
5,128,0.957144232929922,16.176090717315674
5,129,0.9560527751918076,16.055763721466064
5,130,0.9558922667009084,15.836143732070923
5,131,0.9564058938717859,16.2342529296875
5,132,0.9556354531154698,16.501857042312622
5,133,0.956566402362685,16.38890552520752
5,134,0.9560848768899874,17.111076831817627
5,135,0.9556996565118294,16.565075874328613
5,136,0.9559564700972681,16.09216833114624
5,137,0.9553465378318513,16.694030046463013
5,138,0.9560848768899874,48.27912712097168
5,139,0.9550897242464126,16.14480471611023
5,140,0.9562132836827069,16.227450132369995
5,141,0.9548650123591538,16.74509024620056
5,142,0.9557638599081891,16.321898698806763
5,143,0.9551218259445925,16.06924319267273
5,144,0.9566306057590447,16.471243858337402
5,145,0.9551860293409521,16.079442977905273
5,146,0.9553465378318513,16.101510286331177
5,147,0.9562453853808867,16.41765260696411
5,148,0.9556996565118294,16.76172184944153
5,149,0.9561169785881674,17.08670687675476
5,150,0.9566948091554043,17.0595440864563
5,151,0.9559564700972681,16.371232986450195
5,152,0.956951622740843,16.580645084381104
5,153,0.9557638599081891,16.762009859085083
5,154,0.9565021989663253,18.76940107345581
5,155,0.9556354531154698,17.632669687271118
5,156,0.9553465378318513,16.969849109649658
5,157,0.9554749446245706,16.70783829689026
5,158,0.9558601650027286,16.515292406082153
5,159,0.9570158261372027,16.580884218215942
5,160,0.9559243683990883,17.08473229408264
5,161,0.9565021989663253,16.256213903427124
5,162,0.9557317582100093,17.176586389541626
5,163,0.9560206734936278,19.575170516967773
5,164,0.9559243683990883,16.334111213684082
5,165,0.956759012551764,16.472209930419922
5,166,0.9566306057590447,17.01568865776062
5,167,0.9566948091554043,15.983514785766602
5,168,0.9558280633045488,16.120644330978394
5,169,0.9558922667009084,16.80596137046814
5,170,0.9555712497191101,16.198460817337036
5,171,0.9565021989663253,16.496495008468628
5,172,0.9571121312317422,16.306304216384888
5,173,0.9568553176463035,16.494049549102783
5,174,0.9560206734936278,16.494847774505615
5,175,0.9571121312317422,17.03423810005188
5,176,0.9565021989663253,16.40724229812622
5,177,0.9562453853808867,16.309375762939453
5,178,0.9563416904754262,16.717304229736328
5,179,0.956951622740843,16.514611959457397
5,180,0.95560335141729,16.192113637924194
5,181,0.9566948091554043,17.143327236175537
5,182,0.9556996565118294,16.086017847061157
5,183,0.9558601650027286,15.72603178024292
5,184,0.9556996565118294,15.862597227096558
5,185,0.9553465378318513,15.397064685821533
5,186,0.9578504702898784,16.363286018371582
5,187,0.9560848768899874,15.575820207595825
5,188,0.9558922667009084,16.579171657562256
5,189,0.9558922667009084,15.69540810585022
5,190,0.956373792173606,15.6118643283844
5,191,0.9557959616063689,15.421997308731079
5,192,0.9558922667009084,15.95665979385376
5,193,0.9570479278353825,15.572325706481934
5,194,0.9554428429263908,15.624114513397217
5,195,0.9570800295335623,15.57105016708374
5,196,0.9551218259445925,15.962602853775024
5,197,0.9550897242464126,15.667776823043823
5,198,0.9558280633045488,15.664949893951416
5,199,0.9551539276427723,16.072530269622803
5,200,0.9558922667009084,16.35548424720764
5,201,0.9562453853808867,15.706534147262573
5,202,0.956566402362685,16.37164068222046
5,203,0.9559564700972681,15.717238426208496
5,204,0.9556354531154698,15.532241821289062
5,205,0.9548008089627942,15.673675537109375
5,206,0.9567269108535842,16.402567386627197
5,207,0.9565985040608648,15.650130271911621
5,208,0.9567269108535842,16.20993447303772
5,209,0.9562453853808867,16.10065793991089
5,210,0.955410741228211,15.562118768692017
5,211,0.9561490802863472,16.074299812316895
5,212,0.9559564700972681,15.708036422729492
5,213,0.9558601650027286,15.495996236801147
5,214,0.9550576225482328,16.19937801361084
5,215,0.9565343006645052,15.638759851455688
5,216,0.9562132836827069,15.769975900650024
5,217,0.9559564700972681,15.7533278465271
5,218,0.9551860293409521,15.83643102645874
5,219,0.9557317582100093,15.985307216644287
5,220,0.9564700972681455,16.24781560897827
5,221,0.9557638599081891,15.660040616989136
5,222,0.9562132836827069,15.838603734970093
5,223,0.9566948091554043,16.25231409072876
5,224,0.9560527751918076,15.984626054763794
5,225,0.955410741228211,15.822539567947388
5,226,0.9573047414208211,16.196412563323975
5,227,0.9551539276427723,17.001582145690918
5,228,0.955218131039132,16.96408486366272
5,229,0.9558280633045488,16.214284896850586
5,230,0.9555391480209303,16.06749677658081
5,231,0.9560848768899874,15.887241840362549
5,232,0.9557317582100093,16.605775117874146
5,233,0.9562132836827069,16.46156907081604
5,234,0.9560848768899874,16.01181125640869
5,235,0.95560335141729,16.016155004501343
5,236,0.9555070463227505,16.03111982345581
5,237,0.9562453853808867,16.340968132019043
5,238,0.9538698597155789,17.503845691680908
5,239,0.9570800295335623,15.781814813613892
5,240,0.9560527751918076,16.718950986862183
5,241,0.9564379955699657,16.428611993789673
5,242,0.9556996565118294,16.70342469215393
5,243,0.9556354531154698,16.268864631652832
5,244,0.9557317582100093,16.145023107528687
